2019-06-11 121000	,	開始抓certeu的資料
2019-06-11 121004	,	新增: http://www.tobem.com/cyberwar/cyber-operations-and-the-warfighting-functions-uscybercom-cyber-attacks-and-cyber-war-distributed-denial-of-service-attack-ddos-scada-russian-and-georgian-conflict-hacktivism/
2019-06-11 121004	,	新增: https://securitybrief.com.au/story/rapidfire-tools-helps-msps-and-smbs-navigate-cybersecurity-liability
2019-06-11 121004	,	新增: https://www.linkedin.com/feed/update/urn:li:activity:6543886885792595968
2019-06-11 121004	,	新增: https://www.cpomagazine.com/cyber-security/new-verizon-data-breach-report-outlines-changing-cyber-threat-landscape/
2019-06-11 121004	,	新增: https://socprime.com/en/news/multiple-apt-groups-use-updated-icefog-malware/
2019-06-11 121004	,	新增: https://podcasts.apple.com/us/podcast/ai-warfare-and-global-security/id1172218725?i=1000421475185
2019-06-11 121004	,	新增: https://www.gov.uk/government/speeches/mi6-c-speech-on-fourth-generation-espionage
2019-06-11 121005	,	新增: https://www.scmagazine.com/home/security-news/apts-cyberespionage/russia-is-believed-to-have-hacked-the-europian-unions-embassy-in-moscow-in-a-sophisticated-cyber-espionage-attack-to-steal-highly-sensitive-material/
2019-06-11 121005	,	新增: https://cyber.fsi.stanford.edu/securing-our-cyber-future
2019-06-11 121011	,	新增: https://blog.eccouncil.org/what-you-need-to-know-about-cyber-threat-intelligence/
2019-06-11 121011	,	新增: https://www.weforum.org/agenda/2019/05/cyber-attacks-ai-artificial-intelligence-drone-swarms-data-poisoning/
2019-06-11 121011	,	新增: https://employment-look.com/2019/06/10/all-source-counter-terrorism-intelligence-analyst-techint-solutions-group-tsg-be36e6f116906811/
2019-06-11 121011	,	新增: https://www.thethreatreport.com/binding-link-between-cyber-warfare-and-it-security/
2019-06-11 121011	,	新增: https://www.fifthdomain.com/dod/2019/04/26/the-new-electronic-warfare-tool-cyber-units-will-need/
2019-06-11 121011	,	新增: https://idstch.com/navy-developing-interoperable-wideband-line-sight-radio-communications-using-land-sea-satellite-links-multidomain-command-control-mdc2/
2019-06-11 121011	,	新增: https://gcn.com/articles/2019/06/10/moving-target-defense.aspx
2019-06-11 121011	,	新增: https://gcn.com/articles/2019/06/10/us-china-trade-cyber-policies.aspx
2019-06-11 121011	,	新增: https://www.is.fi/ulkomaat/art-2000006138393.html?ref=rss
2019-06-11 121011	,	新增: https://www.helpnetsecurity.com/2019/06/11/secbi-threat-detection-solution/
2019-06-11 121011	,	新增: https://article.wn.com/view/2019/06/11/Customs_says_hack_exposed_traveler_license_plate_images_f/
2019-06-11 121011	,	新增: https://www.digitaltrends.com/news/customs-and-border-protection-breach-photos/
2019-06-11 121011	,	新增: http://www.ecns.cn/news/sci-tech/2019-06-11/detail-ifziyumy2112523.shtml
2019-06-11 121011	,	新增: https://nvd.nist.gov/vuln/detail/CVE-2017-13718
2019-06-11 121011	,	新增: https://www.helpnetsecurity.com/2019/06/11/aerohive-networks-two-new-innovations/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+HelpNetSecurity+%28Help+Net+Security%29
2019-06-11 121011	,	新增: https://gbhackers.com/cleanweb-protect-yourself/
2019-06-11 121011	,	新增: https://securityboulevard.com/2019/06/hours-of-cybersecurity-efficiencies-say-hello-to-apptegas-task-packs/
2019-06-11 121011	,	新增: https://www.telegraph.co.uk/business/ready-and-enabled/security/cybersecurity-training/
2019-06-11 121011	,	新增: https://pitchbook.com/news/articles/the-top-11-vc-investors-in-cybersecurity
2019-06-11 121011	,	新增: https://www.nextgov.com/cybersecurity/2019/06/cbp-says-traveler-license-plate-pictures-stolen-malicious-cyber-attack/157616/?oref=ng-home-top-story
2019-06-11 121011	,	新增: https://www.forbes.com/sites/kalevleetaru/2019/06/10/the-cbps-subcontractor-breach-illustrates-the-cyber-dangers-of-data-ecosystems/
2019-06-11 121011	,	新增: https://nypost.com/2019/06/10/us-customs-and-border-protection-target-of-malicious-cyber-attack/
2019-06-11 121011	,	新增: https://www.itsecuritynews.info/china-u-s-tech-supply-chain-increasingly-tangled/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+ItSecurityNewsAggregated+%28IT+Security+News%29
2019-06-11 121011	,	新增: https://venturebeat.com/2019/06/10/lucifer-within-us-is-kitfoxs-new-game-from-the-shrouded-isle-designers-and-its-about-digital-exorcism/
2019-06-11 121011	,	新增: https://www.darkreading.com/threat-intelligence/cognitive-bias-can-hamper-security-decisions/d/d-id/1334925?_mc=rss_x_drr_edt_aud_dr_x_x-rss-simple
2019-06-11 121011	,	新增: https://www.wired.com/story/keanu-reeves-e3-hack-border-photos-robocalls/
2019-06-11 121011	,	新增: https://www.nytimes.com/2019/06/10/us/politics/customs-data-breach.html?emc=rss&partner=rss
2019-06-11 121011	,	新增: https://www.smh.com.au/world/north-america/photos-of-travellers-to-us-hacked-in-data-breach-20190611-p51wf8.html?ref=rss&utm_medium=rss&utm_source=rss_feed
2019-06-11 121011	,	結束抓certeu的資料
